grid_id,county,county_short,geoid,grid_km,center_lat,center_lon,row_index,col_index,is_mock,shape_model,month,monthly_fire_probability_pct,risk_score,risk_level,mock_ndvi,mock_avgtempF,mock_humid,mock_wind,county_avgtempF,county_humid,county_wind,county_precip,county_sunHour
06067_5km_0025,Sacramento County,Sacramento,06067,5.0,38.291828,-121.39109,4,5,1,county_boundary_clipped_grid,2020-08,1.33,0.2371,low,0.3128,86.68,39.05,5.79,86.84,39.71,4.77,0.0,11.52
06067_5km_0026,Sacramento County,Sacramento,06067,5.0,38.291828,-121.333738,4,6,1,county_boundary_clipped_grid,2020-08,1.33,0.237,low,0.311,86.65,39.08,5.84,86.84,39.71,4.77,0.0,11.52
06067_5km_0027,Sacramento County,Sacramento,06067,5.0,38.291828,-121.276385,4,7,1,county_boundary_clipped_grid,2020-08,1.33,0.235,low,0.3112,86.59,39.28,5.81,86.84,39.71,4.77,0.0,11.52
06067_5km_0028,Sacramento County,Sacramento,06067,5.0,38.291828,-121.219033,4,8,1,county_boundary_clipped_grid,2020-08,1.33,0.2312,low,0.3135,86.5,39.67,5.7,86.84,39.71,4.77,0.0,11.52
06067_5km_0029,Sacramento County,Sacramento,06067,5.0,38.293459,-121.161681,4,9,1,county_boundary_clipped_grid,2020-08,1.33,0.2262,low,0.3173,86.4,40.16,5.52,86.84,39.71,4.77,0.0,11.52
06067_5km_0030,Sacramento County,Sacramento,06067,5.0,38.303615,-121.104328,4,10,1,county_boundary_clipped_grid,2020-08,1.33,0.2219,low,0.3213,86.32,40.57,5.35,86.84,39.71,4.77,0.0,11.52
06067_5km_0031,Sacramento County,Sacramento,06067,5.0,38.307269,-121.051371,4,11,1,county_boundary_clipped_grid,2020-08,1.33,0.2163,low,0.3269,86.22,41.11,5.12,86.84,39.71,4.77,0.0,11.52
06067_5km_0032,Sacramento County,Sacramento,06067,5.0,38.314918,-121.591912,5,1,1,county_boundary_clipped_grid,2020-08,1.33,0.228,low,0.3283,86.61,39.89,5.21,86.84,39.71,4.77,0.0,11.52
06067_5km_0033,Sacramento County,Sacramento,06067,5.0,38.335017,-121.551242,5,2,1,county_boundary_clipped_grid,2020-08,1.33,0.2377,low,0.3198,86.8,38.94,5.58,86.84,39.71,4.77,0.0,11.52
06067_5km_0034,Sacramento County,Sacramento,06067,5.0,38.332044,-121.505795,5,3,1,county_boundary_clipped_grid,2020-08,1.33,0.2419,low,0.3147,86.86,38.55,5.78,86.84,39.71,4.77,0.0,11.52
06067_5km_0035,Sacramento County,Sacramento,06067,5.0,38.336744,-121.448442,5,4,1,county_boundary_clipped_grid,2020-08,1.33,0.2475,low,0.3083,86.95,38.01,6.04,86.84,39.71,4.77,0.0,11.52
06067_5km_0036,Sacramento County,Sacramento,06067,5.0,38.336744,-121.39109,5,5,1,county_boundary_clipped_grid,2020-08,1.33,0.25,low,0.3043,86.97,37.79,6.19,86.84,39.71,4.77,0.0,11.52
06067_5km_0037,Sacramento County,Sacramento,06067,5.0,38.336744,-121.333738,5,6,1,county_boundary_clipped_grid,2020-08,1.33,0.25,low,0.3024,86.95,37.79,6.25,86.84,39.71,4.77,0.0,11.52
06067_5km_0038,Sacramento County,Sacramento,06067,5.0,38.336744,-121.276385,5,7,1,county_boundary_clipped_grid,2020-08,1.33,0.2477,low,0.3027,86.88,38.03,6.22,86.84,39.71,4.77,0.0,11.52
06067_5km_0039,Sacramento County,Sacramento,06067,5.0,38.336744,-121.219033,5,8,1,county_boundary_clipped_grid,2020-08,1.33,0.2433,low,0.3053,86.78,38.47,6.09,86.84,39.71,4.77,0.0,11.52
06067_5km_0040,Sacramento County,Sacramento,06067,5.0,38.336744,-121.161681,5,9,1,county_boundary_clipped_grid,2020-08,1.33,0.2371,low,0.3099,86.64,39.08,5.88,86.84,39.71,4.77,0.0,11.52
06067_5km_0041,Sacramento County,Sacramento,06067,5.0,38.336744,-121.104328,5,10,1,county_boundary_clipped_grid,2020-08,1.33,0.2295,low,0.3161,86.49,39.82,5.6,86.84,39.71,4.77,0.0,11.52
06067_5km_0042,Sacramento County,Sacramento,06067,5.0,38.336744,-121.051385,5,11,1,county_boundary_clipped_grid,2020-08,1.33,0.2214,low,0.3232,86.33,40.61,5.29,86.84,39.71,4.77,0.0,11.52
06067_5km_0043,Sacramento County,Sacramento,06067,5.0,38.383174,-121.498324,6,3,1,county_boundary_clipped_grid,2020-08,1.33,0.2533,low,0.3079,87.13,37.41,6.12,86.84,39.71,4.77,0.0,11.52
06067_5km_0044,Sacramento County,Sacramento,06067,5.0,38.381659,-121.448442,6,4,1,county_boundary_clipped_grid,2020-08,1.33,0.2577,low,0.3027,87.2,37.0,6.33,86.84,39.71,4.77,0.0,11.52
06067_5km_0045,Sacramento County,Sacramento,06067,5.0,38.381659,-121.39109,6,5,1,county_boundary_clipped_grid,2020-08,1.33,0.261,low,0.2983,87.24,36.69,6.5,86.84,39.71,4.77,0.0,11.52
06067_5km_0046,Sacramento County,Sacramento,06067,5.0,38.381659,-121.333738,6,6,1,county_boundary_clipped_grid,2020-08,1.33,0.2614,low,0.2962,87.23,36.66,6.57,86.84,39.71,4.77,0.0,11.52
06067_5km_0047,Sacramento County,Sacramento,06067,5.0,38.381659,-121.276385,6,7,1,county_boundary_clipped_grid,2020-08,1.33,0.2586,low,0.2968,87.15,36.95,6.52,86.84,39.71,4.77,0.0,11.52
06067_5km_0048,Sacramento County,Sacramento,06067,5.0,38.381659,-121.219033,6,8,1,county_boundary_clipped_grid,2020-08,1.33,0.2532,low,0.2999,87.02,37.48,6.37,86.84,39.71,4.77,0.0,11.52
06067_5km_0049,Sacramento County,Sacramento,06067,5.0,38.381659,-121.161681,6,9,1,county_boundary_clipped_grid,2020-08,1.33,0.2461,low,0.3049,86.86,38.18,6.13,86.84,39.71,4.77,0.0,11.52
06067_5km_0050,Sacramento County,Sacramento,06067,5.0,38.381659,-121.104328,6,10,1,county_boundary_clipped_grid,2020-08,1.33,0.2377,low,0.3116,86.69,39.0,5.83,86.84,39.71,4.77,0.0,11.52
06067_5km_0051,Sacramento County,Sacramento,06067,5.0,38.381659,-121.051406,6,11,1,county_boundary_clipped_grid,2020-08,1.33,0.229,low,0.3189,86.51,39.85,5.51,86.84,39.71,4.77,0.0,11.52
06067_5km_0052,Sacramento County,Sacramento,06067,5.0,38.417718,-121.50064,7,3,1,county_boundary_clipped_grid,2020-08,1.33,0.258,low,0.3066,87.26,36.94,6.21,86.84,39.71,4.77,0.0,11.52
06067_5km_0053,Sacramento County,Sacramento,06067,5.0,38.426575,-121.448442,7,4,1,county_boundary_clipped_grid,2020-08,1.33,0.2645,low,0.3005,87.39,36.3,6.48,86.84,39.71,4.77,0.0,11.52
06067_5km_0054,Sacramento County,Sacramento,06067,5.0,38.426575,-121.39109,7,5,1,county_boundary_clipped_grid,2020-08,1.33,0.269,low,0.2954,87.46,35.87,6.68,86.84,39.71,4.77,0.0,11.52
06067_5km_0055,Sacramento County,Sacramento,06067,5.0,38.426575,-121.333738,7,6,1,county_boundary_clipped_grid,2020-08,1.33,0.2702,low,0.293,87.46,35.77,6.77,86.84,39.71,4.77,0.0,11.52
06067_5km_0056,Sacramento County,Sacramento,06067,5.0,38.426575,-121.276385,7,7,1,county_boundary_clipped_grid,2020-08,1.33,0.2663,low,0.2941,87.36,36.16,6.69,86.84,39.71,4.77,0.0,11.52
06067_5km_0057,Sacramento County,Sacramento,06067,5.0,38.426575,-121.219033,7,8,1,county_boundary_clipped_grid,2020-08,1.33,0.2599,low,0.2977,87.2,36.81,6.51,86.84,39.71,4.77,0.0,11.52
06067_5km_0058,Sacramento County,Sacramento,06067,5.0,38.426575,-121.161681,7,9,1,county_boundary_clipped_grid,2020-08,1.33,0.2519,low,0.3032,87.02,37.59,6.25,86.84,39.71,4.77,0.0,11.52
06067_5km_0059,Sacramento County,Sacramento,06067,5.0,38.426575,-121.104328,7,10,1,county_boundary_clipped_grid,2020-08,1.33,0.2429,low,0.3101,86.83,38.47,5.94,86.84,39.71,4.77,0.0,11.52
06067_5km_0060,Sacramento County,Sacramento,06067,5.0,38.426575,-121.051427,7,11,1,county_boundary_clipped_grid,2020-08,1.33,0.2338,low,0.3176,86.65,39.36,5.6,86.84,39.71,4.77,0.0,11.52
06067_5km_0061,Sacramento County,Sacramento,06067,5.0,38.487578,-121.543187,8,2,1,county_boundary_clipped_grid,2020-08,1.33,0.2545,low,0.3155,87.28,37.24,5.9,86.84,39.71,4.77,0.0,11.52
06067_5km_0062,Sacramento County,Sacramento,06067,5.0,38.469686,-121.491811,8,3,1,county_boundary_clipped_grid,2020-08,1.33,0.2616,low,0.3071,87.39,36.56,6.24,86.84,39.71,4.77,0.0,11.52
06067_5km_0063,Sacramento County,Sacramento,06067,5.0,38.47149,-121.448442,8,4,1,county_boundary_clipped_grid,2020-08,1.33,0.2662,low,0.3023,87.47,36.12,6.44,86.84,39.71,4.77,0.0,11.52
06067_5km_0064,Sacramento County,Sacramento,06067,5.0,38.47149,-121.39109,8,5,1,county_boundary_clipped_grid,2020-08,1.33,0.2708,low,0.2973,87.54,35.68,6.65,86.84,39.71,4.77,0.0,11.52
06067_5km_0065,Sacramento County,Sacramento,06067,5.0,38.47149,-121.333738,8,6,1,county_boundary_clipped_grid,2020-08,1.33,0.272,low,0.2948,87.55,35.57,6.74,86.84,39.71,4.77,0.0,11.52
06067_5km_0066,Sacramento County,Sacramento,06067,5.0,38.47149,-121.276385,8,7,1,county_boundary_clipped_grid,2020-08,1.33,0.2681,low,0.296,87.44,35.97,6.65,86.84,39.71,4.77,0.0,11.52
06067_5km_0067,Sacramento County,Sacramento,06067,5.0,38.47149,-121.219033,8,8,1,county_boundary_clipped_grid,2020-08,1.33,0.2615,low,0.2996,87.28,36.62,6.47,86.84,39.71,4.77,0.0,11.52
06067_5km_0068,Sacramento County,Sacramento,06067,5.0,38.47149,-121.161681,8,9,1,county_boundary_clipped_grid,2020-08,1.33,0.2536,low,0.305,87.1,37.41,6.21,86.84,39.71,4.77,0.0,11.52
06067_5km_0069,Sacramento County,Sacramento,06067,5.0,38.47149,-121.104328,8,10,1,county_boundary_clipped_grid,2020-08,1.33,0.2446,low,0.312,86.91,38.29,5.9,86.84,39.71,4.77,0.0,11.52
06067_5km_0070,Sacramento County,Sacramento,06067,5.0,38.469142,-121.051448,8,11,1,county_boundary_clipped_grid,2020-08,1.33,0.2354,low,0.3193,86.72,39.18,5.57,86.84,39.71,4.77,0.0,11.52
06067_5km_0071,Sacramento County,Sacramento,06067,5.0,38.505907,-121.544994,9,2,1,county_boundary_clipped_grid,2020-08,1.33,0.2532,low,0.3179,87.27,37.36,5.81,86.84,39.71,4.77,0.0,11.52
06067_5km_0072,Sacramento County,Sacramento,06067,5.0,38.505557,-121.505795,9,3,1,county_boundary_clipped_grid,2020-08,1.33,0.2581,low,0.3128,87.36,36.88,6.02,86.84,39.71,4.77,0.0,11.52
06067_5km_0073,Sacramento County,Sacramento,06067,5.0,38.516406,-121.448442,9,4,1,county_boundary_clipped_grid,2020-08,1.33,0.2625,low,0.3081,87.43,36.46,6.22,86.84,39.71,4.77,0.0,11.52
06067_5km_0074,Sacramento County,Sacramento,06067,5.0,38.516406,-121.39109,9,5,1,county_boundary_clipped_grid,2020-08,1.33,0.2658,low,0.3037,87.48,36.14,6.39,86.84,39.71,4.77,0.0,11.52
06067_5km_0075,Sacramento County,Sacramento,06067,5.0,38.516406,-121.333738,9,6,1,county_boundary_clipped_grid,2020-08,1.33,0.2663,low,0.3016,87.46,36.12,6.46,86.84,39.71,4.77,0.0,11.52
06067_5km_0076,Sacramento County,Sacramento,06067,5.0,38.516406,-121.276385,9,7,1,county_boundary_clipped_grid,2020-08,1.33,0.2635,low,0.3022,87.38,36.4,6.41,86.84,39.71,4.77,0.0,11.52
06067_5km_0077,Sacramento County,Sacramento,06067,5.0,38.516406,-121.219033,9,8,1,county_boundary_clipped_grid,2020-08,1.33,0.2581,low,0.3053,87.25,36.94,6.25,86.84,39.71,4.77,0.0,11.52
06067_5km_0078,Sacramento County,Sacramento,06067,5.0,38.516406,-121.161681,9,9,1,county_boundary_clipped_grid,2020-08,1.33,0.2509,low,0.3103,87.09,37.64,6.02,86.84,39.71,4.77,0.0,11.52
06067_5km_0079,Sacramento County,Sacramento,06067,5.0,38.516406,-121.104328,9,10,1,county_boundary_clipped_grid,2020-08,1.33,0.2425,low,0.317,86.92,38.47,5.72,86.84,39.71,4.77,0.0,11.52
06067_5km_0080,Sacramento County,Sacramento,06067,5.0,38.510571,-121.052565,9,11,1,county_boundary_clipped_grid,2020-08,1.33,0.2343,low,0.3234,86.75,39.27,5.43,86.84,39.71,4.77,0.0,11.52
06067_5km_0081,Sacramento County,Sacramento,06067,5.0,38.556247,-121.496623,10,3,1,county_boundary_clipped_grid,2020-08,1.33,0.2522,low,0.3204,87.28,37.44,5.72,86.84,39.71,4.77,0.0,11.52
06067_5km_0082,Sacramento County,Sacramento,06067,5.0,38.561321,-121.448442,10,4,1,county_boundary_clipped_grid,2020-08,1.33,0.255,low,0.3167,87.31,37.18,5.87,86.84,39.71,4.77,0.0,11.52
06067_5km_0083,Sacramento County,Sacramento,06067,5.0,38.561321,-121.39109,10,5,1,county_boundary_clipped_grid,2020-08,1.33,0.2575,low,0.3127,87.34,36.95,6.02,86.84,39.71,4.77,0.0,11.52
06067_5km_0084,Sacramento County,Sacramento,06067,5.0,38.561321,-121.333738,10,6,1,county_boundary_clipped_grid,2020-08,1.33,0.2576,low,0.3108,87.31,36.95,6.08,86.84,39.71,4.77,0.0,11.52
06067_5km_0085,Sacramento County,Sacramento,06067,5.0,38.561321,-121.276385,10,7,1,county_boundary_clipped_grid,2020-08,1.33,0.2552,low,0.3112,87.24,37.19,6.04,86.84,39.71,4.77,0.0,11.52
06067_5km_0086,Sacramento County,Sacramento,06067,5.0,38.561321,-121.219033,10,8,1,county_boundary_clipped_grid,2020-08,1.33,0.2508,low,0.3137,87.14,37.63,5.91,86.84,39.71,4.77,0.0,11.52
06067_5km_0087,Sacramento County,Sacramento,06067,5.0,38.561321,-121.161681,10,9,1,county_boundary_clipped_grid,2020-08,1.33,0.2445,low,0.3183,87.0,38.25,5.7,86.84,39.71,4.77,0.0,11.52
06067_5km_0088,Sacramento County,Sacramento,06067,5.0,38.561321,-121.104328,10,10,1,county_boundary_clipped_grid,2020-08,1.33,0.2369,low,0.3246,86.84,38.99,5.42,86.84,39.71,4.77,0.0,11.52
06067_5km_0089,Sacramento County,Sacramento,06067,5.0,38.561321,-121.063054,10,11,1,county_boundary_clipped_grid,2020-08,1.33,0.2306,low,0.33,86.72,39.6,5.18,86.84,39.71,4.77,0.0,11.52
06067_5km_0090,Sacramento County,Sacramento,06067,5.0,38.618449,-121.547396,11,2,1,county_boundary_clipped_grid,2020-08,1.33,0.234,low,0.3402,86.97,39.19,4.91,86.84,39.71,4.77,0.0,11.52
06067_5km_0091,Sacramento County,Sacramento,06067,5.0,38.616649,-121.505795,11,3,1,county_boundary_clipped_grid,2020-08,1.33,0.2382,low,0.3351,87.04,38.78,5.11,86.84,39.71,4.77,0.0,11.52
06067_5km_0092,Sacramento County,Sacramento,06067,5.0,38.606237,-121.448442,11,4,1,county_boundary_clipped_grid,2020-08,1.33,0.2446,low,0.3271,87.13,38.17,5.43,86.84,39.71,4.77,0.0,11.52
06067_5km_0093,Sacramento County,Sacramento,06067,5.0,38.606237,-121.39109,11,5,1,county_boundary_clipped_grid,2020-08,1.33,0.2465,low,0.3234,87.14,38.0,5.56,86.84,39.71,4.77,0.0,11.52
06067_5km_0094,Sacramento County,Sacramento,06067,5.0,38.606237,-121.333738,11,6,1,county_boundary_clipped_grid,2020-08,1.33,0.2465,low,0.3216,87.11,38.02,5.62,86.84,39.71,4.77,0.0,11.52
06067_5km_0095,Sacramento County,Sacramento,06067,5.0,38.606237,-121.276385,11,7,1,county_boundary_clipped_grid,2020-08,1.33,0.2444,low,0.3218,87.05,38.23,5.59,86.84,39.71,4.77,0.0,11.52
06067_5km_0096,Sacramento County,Sacramento,06067,5.0,38.606237,-121.219033,11,8,1,county_boundary_clipped_grid,2020-08,1.33,0.2406,low,0.3241,86.96,38.62,5.48,86.84,39.71,4.77,0.0,11.52
06067_5km_0097,Sacramento County,Sacramento,06067,5.0,38.606237,-121.161681,11,9,1,county_boundary_clipped_grid,2020-08,1.33,0.2351,low,0.3283,86.84,39.15,5.29,86.84,39.71,4.77,0.0,11.52
06067_5km_0098,Sacramento County,Sacramento,06067,5.0,38.602658,-121.104328,11,10,1,county_boundary_clipped_grid,2020-08,1.33,0.229,low,0.3334,86.72,39.75,5.06,86.84,39.71,4.77,0.0,11.52
06067_5km_0099,Sacramento County,Sacramento,06067,5.0,38.595686,-121.070485,11,11,1,county_boundary_clipped_grid,2020-08,1.33,0.2258,low,0.336,86.65,40.07,4.94,86.84,39.71,4.77,0.0,11.52
06067_5km_0100,Sacramento County,Sacramento,06067,5.0,38.652607,-121.596821,12,1,1,county_boundary_clipped_grid,2020-08,1.33,0.2331,low,0.3479,87.06,39.22,4.89,86.84,39.71,4.77,0.0,11.52
06067_5km_0101,Sacramento County,Sacramento,06067,5.0,38.661107,-121.563147,12,2,1,county_boundary_clipped_grid,2020-08,1.33,0.2323,low,0.3469,87.01,39.31,4.87,86.84,39.71,4.77,0.0,11.52
06067_5km_0102,Sacramento County,Sacramento,06067,5.0,38.651152,-121.505795,12,3,1,county_boundary_clipped_grid,2020-08,1.33,0.2294,low,0.3434,86.87,39.63,4.79,86.84,39.71,4.77,0.0,11.52
06067_5km_0103,Sacramento County,Sacramento,06067,5.0,38.651152,-121.448442,12,4,1,county_boundary_clipped_grid,2020-08,1.33,0.2318,low,0.3387,86.88,39.42,4.93,86.84,39.71,4.77,0.0,11.52
06067_5km_0104,Sacramento County,Sacramento,06067,5.0,38.651152,-121.39109,12,5,1,county_boundary_clipped_grid,2020-08,1.33,0.2333,low,0.3352,86.88,39.29,5.05,86.84,39.71,4.77,0.0,11.52
06067_5km_0105,Sacramento County,Sacramento,06067,5.0,38.651152,-121.333738,12,6,1,county_boundary_clipped_grid,2020-08,1.33,0.2331,low,0.3334,86.85,39.32,5.11,86.84,39.71,4.77,0.0,11.52
06067_5km_0106,Sacramento County,Sacramento,06067,5.0,38.651152,-121.276385,12,7,1,county_boundary_clipped_grid,2020-08,1.33,0.2312,low,0.3335,86.79,39.52,5.08,86.84,39.71,4.77,0.0,11.52
06067_5km_0107,Sacramento County,Sacramento,06067,5.0,38.651152,-121.219033,12,8,1,county_boundary_clipped_grid,2020-08,1.33,0.2278,low,0.3356,86.71,39.86,4.98,86.84,39.71,4.77,0.0,11.52
06067_5km_0108,Sacramento County,Sacramento,06067,5.0,38.651152,-121.161681,12,9,1,county_boundary_clipped_grid,2020-08,1.33,0.2254,low,0.3383,86.67,40.09,4.87,86.84,39.71,4.77,0.0,11.52
06067_5km_0109,Sacramento County,Sacramento,06067,5.0,38.660721,-121.112303,12,10,1,county_boundary_clipped_grid,2020-08,1.33,0.2271,low,0.3405,86.76,39.89,4.82,86.84,39.71,4.77,0.0,11.52
06067_5km_0110,Sacramento County,Sacramento,06067,5.0,38.694931,-121.611927,13,1,1,county_boundary_clipped_grid,2020-08,1.33,0.2361,low,0.3517,87.21,38.88,4.98,86.84,39.71,4.77,0.0,11.52
06067_5km_0111,Sacramento County,Sacramento,06067,5.0,38.696068,-121.563147,13,2,1,county_boundary_clipped_grid,2020-08,1.33,0.2342,low,0.3494,87.11,39.09,4.93,86.84,39.71,4.77,0.0,11.52
06067_5km_0112,Sacramento County,Sacramento,06067,5.0,38.696068,-121.505795,13,3,1,county_boundary_clipped_grid,2020-08,1.33,0.232,low,0.3466,87.0,39.34,4.86,86.84,39.71,4.77,0.0,11.52
06067_5km_0113,Sacramento County,Sacramento,06067,5.0,38.696068,-121.448442,13,4,1,county_boundary_clipped_grid,2020-08,1.33,0.23,low,0.3441,86.9,39.57,4.81,86.84,39.71,4.77,0.0,11.52
06067_5km_0114,Sacramento County,Sacramento,06067,5.0,38.696068,-121.39109,13,5,1,county_boundary_clipped_grid,2020-08,1.33,0.2284,low,0.3421,86.82,39.75,4.78,86.84,39.71,4.77,0.0,11.52
06067_5km_0115,Sacramento County,Sacramento,06067,5.0,38.696068,-121.333738,13,6,1,county_boundary_clipped_grid,2020-08,1.33,0.2274,low,0.3408,86.77,39.87,4.81,86.84,39.71,4.77,0.0,11.52
06067_5km_0116,Sacramento County,Sacramento,06067,5.0,38.696025,-121.276385,13,7,1,county_boundary_clipped_grid,2020-08,1.33,0.2269,low,0.3402,86.75,39.92,4.82,86.84,39.71,4.77,0.0,11.52
06067_5km_0117,Sacramento County,Sacramento,06067,5.0,38.693935,-121.219033,13,8,1,county_boundary_clipped_grid,2020-08,1.33,0.227,low,0.3403,86.75,39.91,4.82,86.84,39.71,4.77,0.0,11.52
06067_5km_0118,Sacramento County,Sacramento,06067,5.0,38.689519,-121.161681,13,9,1,county_boundary_clipped_grid,2020-08,1.33,0.2276,low,0.3411,86.78,39.84,4.81,86.84,39.71,4.77,0.0,11.52
06067_5km_0119,Sacramento County,Sacramento,06067,5.0,38.689622,-121.119225,13,10,1,county_boundary_clipped_grid,2020-08,1.33,0.2286,low,0.3423,86.83,39.73,4.78,86.84,39.71,4.77,0.0,11.52
06083_5km_0001,Santa Barbara County,Santa Barbara,06083,5.0,34.413158,-119.869181,0,14,1,county_boundary_clipped_grid,2020-08,41.33,0.6078,medium,0.6459,83.44,39.74,5.78,82.39,43.77,4.71,0.0032,11.28
06083_5km_0002,Santa Barbara County,Santa Barbara,06083,5.0,34.409853,-119.847881,0,15,1,county_boundary_clipped_grid,2020-08,41.33,0.607,medium,0.6475,83.44,39.81,5.76,82.39,43.77,4.71,0.0032,11.28
06083_5km_0003,Santa Barbara County,Santa Barbara,06083,5.0,34.40928,-119.756197,0,16,1,county_boundary_clipped_grid,2020-08,41.33,0.6063,medium,0.6533,83.5,39.84,5.74,82.39,43.77,4.71,0.0032,11.28
